case_name,aircon,ventilation,exhaust,1_x,1_y,1_z,1_angle,2_x,2_y,2_z,2_angle,3_x,3_y,3_z,3_angle,4_x,4_y,4_z,4_angle,5_x,5_y,5_z,5_angle,office_size_x,office_size_y,RoI,predict values,residuals,legend
office8_0_82_aout,0,82,1,0.56,3.016,1.255,90.0,2.01,3.016,1.255,90.0,0.94,0.984,1.255,270.0,2.39,0.984,1.255,270.0,3.84,0.984,1.255,270.0,9.0,4.0,151.0888888888889,150.23195253478337,-0.8569363541055282,Training:office8
office8_660_164_aout,660,164,1,0.56,3.016,1.255,90.0,2.01,3.016,1.255,90.0,0.94,0.984,1.255,270.0,2.39,0.984,1.255,270.0,3.84,0.984,1.255,270.0,9.0,4.0,167.36666666666665,162.82013166549996,-4.5465350011666885,Training:office8
office8_660_246_bout,660,246,2,0.56,3.016,1.255,90.0,2.01,3.016,1.255,90.0,0.94,0.984,1.255,270.0,2.39,0.984,1.255,270.0,3.84,0.984,1.255,270.0,9.0,4.0,177.9388888888889,175.148813260752,-2.79007562813689,Training:office8
office8_360_246_bout,360,246,2,0.56,3.016,1.255,90.0,2.01,3.016,1.255,90.0,0.94,0.984,1.255,270.0,2.39,0.984,1.255,270.0,3.84,0.984,1.255,270.0,9.0,4.0,153.32222222222222,153.24962286346945,-0.07259935875276824,Training:office8
office8_960_82_aout,960,82,1,0.56,3.016,1.255,90.0,2.01,3.016,1.255,90.0,0.94,0.984,1.255,270.0,2.39,0.984,1.255,270.0,3.84,0.984,1.255,270.0,9.0,4.0,177.69444444444443,175.88224640569047,-1.8121980387539622,Training:office8
office8_360_82_bout,360,82,2,0.56,3.016,1.255,90.0,2.01,3.016,1.255,90.0,0.94,0.984,1.255,270.0,2.39,0.984,1.255,270.0,3.84,0.984,1.255,270.0,9.0,4.0,157.21666666666667,155.00664592093284,-2.2100207457338286,Training:office8
office8_360_82_aout,360,82,1,0.56,3.016,1.255,90.0,2.01,3.016,1.255,90.0,0.94,0.984,1.255,270.0,2.39,0.984,1.255,270.0,3.84,0.984,1.255,270.0,9.0,4.0,149.2388888888889,149.71656807356183,0.4776791846729225,Training:office8
office8_0_0,0,0,3,0.56,3.016,1.255,90.0,2.01,3.016,1.255,90.0,0.94,0.984,1.255,270.0,2.39,0.984,1.255,270.0,3.84,0.984,1.255,270.0,9.0,4.0,153.75555555555553,153.61044453644539,-0.14511101911014634,Training:office8
office8_960_164_bout,960,164,2,0.56,3.016,1.255,90.0,2.01,3.016,1.255,90.0,0.94,0.984,1.255,270.0,2.39,0.984,1.255,270.0,3.84,0.984,1.255,270.0,9.0,4.0,171.5,168.16600773583687,-3.333992264163129,Training:office8
office8_0_246_aout,0,246,1,0.56,3.016,1.255,90.0,2.01,3.016,1.255,90.0,0.94,0.984,1.255,270.0,2.39,0.984,1.255,270.0,3.84,0.984,1.255,270.0,9.0,4.0,163.66666666666669,162.898060527236,-0.7686061394306876,Training:office8
office8_360_164_aout,360,164,1,0.56,3.016,1.255,90.0,2.01,3.016,1.255,90.0,0.94,0.984,1.255,270.0,2.39,0.984,1.255,270.0,3.84,0.984,1.255,270.0,9.0,4.0,147.03333333333336,146.22753173713312,-0.8058015962002401,Training:office8
office8_360_0,360,0,3,0.56,3.016,1.255,90.0,2.01,3.016,1.255,90.0,0.94,0.984,1.255,270.0,2.39,0.984,1.255,270.0,3.84,0.984,1.255,270.0,9.0,4.0,157.33888888888887,157.84143346618796,0.5025445772990906,Training:office8
office8_0_82_bout,0,82,2,0.56,3.016,1.255,90.0,2.01,3.016,1.255,90.0,0.94,0.984,1.255,270.0,2.39,0.984,1.255,270.0,3.84,0.984,1.255,270.0,9.0,4.0,158.79444444444442,160.1592999591987,1.3648555147542822,Training:office8
office8_960_246_aout,960,246,1,0.56,3.016,1.255,90.0,2.01,3.016,1.255,90.0,0.94,0.984,1.255,270.0,2.39,0.984,1.255,270.0,3.84,0.984,1.255,270.0,9.0,4.0,192.5611111111111,190.56222204699327,-1.998889064117833,Training:office8
office8_960_164_aout,960,164,1,0.56,3.016,1.255,90.0,2.01,3.016,1.255,90.0,0.94,0.984,1.255,270.0,2.39,0.984,1.255,270.0,3.84,0.984,1.255,270.0,9.0,4.0,163.37222222222223,166.99814455339936,3.6259223311771223,Training:office8
office8_0_164_bout,0,164,2,0.56,3.016,1.255,90.0,2.01,3.016,1.255,90.0,0.94,0.984,1.255,270.0,2.39,0.984,1.255,270.0,3.84,0.984,1.255,270.0,9.0,4.0,149.52777777777777,147.38374351039315,-2.144034267384626,Training:office8
office8_0_246_bout,0,246,2,0.56,3.016,1.255,90.0,2.01,3.016,1.255,90.0,0.94,0.984,1.255,270.0,2.39,0.984,1.255,270.0,3.84,0.984,1.255,270.0,9.0,4.0,154.89444444444445,155.712478155936,0.8180337114915517,Training:office8
office8_960_82_bout,960,82,2,0.56,3.016,1.255,90.0,2.01,3.016,1.255,90.0,0.94,0.984,1.255,270.0,2.39,0.984,1.255,270.0,3.84,0.984,1.255,270.0,9.0,4.0,168.5222222222222,169.87377039283726,1.3515481706150467,Training:office8
office8_660_0,660,0,3,0.56,3.016,1.255,90.0,2.01,3.016,1.255,90.0,0.94,0.984,1.255,270.0,2.39,0.984,1.255,270.0,3.84,0.984,1.255,270.0,9.0,4.0,165.1222222222222,164.6189483601615,-0.5032738620606949,Training:office8
